word,category,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
fascism,game,-0.133449,0.043394,-0.113718,-0.157818,-0.044048,-0.017248,-0.118996,0.025679,0.030270,-0.004521,0.052852,-0.047669,0.067314,-0.085533,0.043013,0.007582,-0.056248,-0.096069,-0.024329,0.064282,-0.034382,0.093062,-0.049771,-0.079571,-0.084579,-0.082108,0.038047,0.068941,-0.096242,-0.139718,-0.029344,0.021101,0.020561,-0.029598,0.032163,0.023618,0.044865,0.004810,0.015308,-0.045545,0.112469,0.011955,-0.031939,-0.045673,-0.093997,0.098250,0.061070,-0.054207,-0.070657,-0.083351,-0.086809,-0.046322,-0.151938,-0.001672,0.083268,-0.019787,-0.000060,-0.005259,0.026102,-0.067600,-0.058859,-0.017527,-0.097250,0.037503,0.058591,0.104429,0.052188,-0.066667,0.062013,0.066333,0.014889,0.074688,-0.054763,0.031728,-0.038116,-0.028229,0.070878,0.125591,0.031659,0.005149,-0.027392,-0.062180,0.003417,-0.020746,-0.004957,0.041724,-0.083033,0.018235,0.036979,0.059867,0.038827,0.005028,0.032563,-0.000901,-0.022289,-0.057392,-0.002244,0.031911,-0.107577,-0.013765
härskare,game,-0.065570,0.090863,0.094241,-0.034531,0.044833,0.137152,-0.080530,-0.018999,-0.029570,-0.035636,0.149460,-0.151855,0.029231,0.013544,-0.080707,0.117221,-0.066459,0.005600,-0.054446,0.064647,-0.059674,-0.015931,0.024666,0.092911,0.027995,-0.041675,-0.046893,-0.010887,-0.008945,0.009092,0.035799,0.063108,0.040578,-0.031418,-0.061941,-0.045953,0.016208,0.031248,0.054287,0.011862,-0.016133,-0.031038,-0.070316,-0.019128,0.040030,0.078299,-0.048402,-0.008761,-0.038032,-0.004132,-0.022825,0.055919,0.004129,0.099799,0.064810,0.058535,0.077638,0.014121,0.076992,-0.024438,-0.055709,-0.034024,-0.014448,-0.006603,-0.049813,0.021510,-0.031678,0.037905,0.029033,0.031121,0.061494,-0.035040,-0.084718,0.008935,-0.094267,0.024079,0.003447,-0.072856,0.008061,-0.034947,-0.019531,0.017572,-0.037972,0.003579,-0.054215,0.002347,-0.016396,-0.017825,0.036500,0.030247,-0.055481,0.044398,0.000027,0.009113,0.021036,0.021552,0.040656,0.015374,0.000140,0.009724
cow,game,-0.148402,0.328702,-0.751049,-0.217894,-0.295763,0.297139,0.302807,0.429510,-0.204918,-0.129125,-0.020424,-0.267946,-0.170179,-0.028696,-0.108507,-0.227630,0.001830,0.073736,-0.057551,-0.105954,-0.099549,-0.086153,-0.026171,-0.153364,0.044025,-0.154839,-0.037269,0.018046,0.309682,-0.240150,0.051865,-0.088718,0.125713,0.093646,-0.222739,-0.051458,0.019143,0.173792,0.002158,0.106068,-0.097922,-0.057054,-0.154421,0.005869,-0.011855,-0.205332,0.144437,-0.031868,-0.037231,0.010848,-0.206428,-0.059163,0.073620,-0.113874,-0.028074,0.131559,-0.025760,0.005981,-0.073827,0.043496,0.033620,-0.004737,-0.069409,-0.201382,0.019935,-0.046173,0.061834,-0.072570,0.045255,0.056903,-0.083037,0.091765,-0.010663,-0.035554,-0.037963,-0.086775,-0.125857,-0.007448,0.026936,0.000926,0.031441,0.016534,-0.089804,0.032926,-0.019615,-0.028158,-0.017995,-0.028579,-0.054070,-0.004002,-0.095302,0.053165,-0.015452,-0.037253,-0.094314,-0.088745,0.026226,-0.023287,0.020398,0.079522
granat,game,0.005546,-0.023346,-0.174868,-0.071602,-0.000618,0.155752,0.099051,-0.171808,0.007917,0.050973,-0.088204,0.102916,-0.168601,0.067841,0.030922,-0.006668,-0.021082,-0.038170,0.046406,0.096437,-0.021692,-0.029119,-0.042684,0.032583,-0.059471,-0.095168,0.028797,-0.209694,-0.006081,-0.004778,0.149832,0.072655,-0.029603,-0.055049,0.077285,-0.033700,-0.045713,-0.001327,0.000078,-0.012827,0.078216,-0.103714,0.020060,-0.094166,-0.134866,0.008854,0.058158,-0.015524,0.067385,-0.055925,0.045079,0.006382,-0.030832,0.134385,-0.008108,0.006385,-0.041907,-0.012385,0.046815,0.113303,0.013468,-0.031733,0.007198,0.017280,-0.017059,0.043735,0.159915,-0.055945,-0.057380,0.074005,-0.056666,0.038709,0.019315,0.042189,-0.025059,-0.099241,-0.094704,0.124100,-0.063546,-0.023710,0.080862,-0.069260,0.061853,0.032888,-0.108546,0.007416,-0.026313,0.073077,-0.100667,-0.125906,-0.016092,0.059601,-0.019487,-0.119995,0.002863,-0.003319,-0.079969,-0.020771,0.087102,-0.104680
ofattbar,game,-0.179764,-0.060477,0.142154,-0.193341,0.046458,0.015744,0.108394,0.028720,-0.046185,-0.077571,0.045851,-0.021883,0.065951,-0.027602,0.073444,-0.059073,-0.044027,-0.011350,0.046686,0.094241,-0.075313,-0.073082,0.002498,0.014082,-0.045916,-0.032528,0.001464,-0.026297,-0.125250,-0.004153,0.059928,-0.002651,0.003660,-0.023457,-0.029371,-0.032949,0.029497,-0.017384,0.059462,0.000770,-0.056872,0.053935,0.034395,0.057845,-0.029674,-0.098809,0.069095,0.006510,0.034740,-0.017813,0.056455,-0.071132,0.003479,0.006027,0.008259,0.041892,-0.065141,0.027079,-0.017296,0.018048,-0.017632,-0.015034,-0.017677,-0.043833,-0.001265,0.013049,-0.012223,-0.045747,-0.005318,-0.062388,0.002624,-0.028407,0.010082,0.064159,0.057806,-0.041737,-0.006451,0.067402,-0.074481,0.032157,-0.052326,0.053312,0.019970,0.075257,0.037993,-0.009152,-0.018770,0.003768,0.012299,0.004549,0.031990,-0.054389,0.022461,-0.003587,-0.012825,-0.040225,0.033350,-0.002367,0.024871,0.013859
prototyp,game,-0.155328,-0.011713,0.037872,-0.054275,0.025425,0.108129,-0.031737,-0.046531,0.043421,0.085814,0.030065,0.091590,-0.054017,0.067635,0.031073,-0.033513,0.101383,0.095287,0.064367,-0.007204,-0.042266,-0.098077,-0.108016,0.045170,-0.017021,-0.019294,-0.010514,-0.003920,0.052490,0.061574,-0.061770,-0.124843,-0.012607,-0.020129,0.107740,-0.075150,-0.041961,-0.092874,-0.083305,-0.084508,0.010556,0.047325,-0.023301,0.045640,-0.018719,0.058639,0.075236,0.051608,-0.035221,-0.065768,-0.022622,-0.010944,-0.033856,-0.005504,0.010814,0.056037,-0.047967,0.041274,0.019186,0.021150,0.032917,-0.104600,0.023599,-0.068407,0.012680,-0.048577,-0.050256,0.070573,-0.001125,0.036621,0.011839,-0.000580,-0.092234,0.059465,-0.058321,-0.086512,-0.011640,0.075198,0.021574,-0.016872,-0.070661,0.049490,-0.051002,-0.032991,0.001740,0.056005,0.039568,0.030667,0.017580,-0.030210,0.032163,0.056707,-0.012852,0.010098,0.020869,0.004001,-0.017630,0.022006,0.010853,0.012616
ears,game,-0.054480,0.100639,-0.369390,-0.179122,-0.230199,0.019507,0.216693,0.242238,-0.082794,0.059740,0.033524,0.038132,-0.051381,-0.042348,-0.069283,-0.119231,0.077194,-0.078074,-0.047469,-0.035561,-0.081690,0.064098,-0.027466,0.016464,0.040214,-0.074275,-0.060348,0.001529,-0.006086,-0.025023,-0.074614,-0.039404,-0.040129,-0.037914,-0.045265,-0.142881,-0.014440,-0.015442,-0.099423,0.125751,0.017251,0.007088,0.056933,-0.050311,0.093336,-0.021182,0.077066,0.068936,0.049970,0.049555,0.023304,-0.034991,0.115516,-0.002175,0.014080,0.030539,0.005137,0.011289,-0.026852,-0.001411,-0.023147,0.008300,-0.005167,-0.053067,-0.031481,-0.014715,0.122642,-0.046048,-0.062915,-0.024913,0.035056,0.014390,-0.013998,-0.042201,0.065245,-0.047905,0.075330,-0.036850,0.059347,-0.025780,-0.126814,0.051852,-0.051078,-0.068280,-0.036482,0.011216,-0.007673,0.064740,0.019113,-0.045406,-0.025848,-0.078589,-0.051893,0.043265,0.090232,0.010054,-0.051211,-0.000306,-0.053128,0.015348
rugby,game,0.010669,0.053557,-0.322926,-0.097195,-0.012101,-0.141356,-0.162445,0.143926,0.036759,0.196191,0.177939,-0.160485,0.237404,0.168720,0.184876,0.100236,0.185940,-0.107546,0.060406,-0.038114,-0.025276,0.185370,0.043659,-0.063298,-0.242783,0.092070,0.234135,0.105494,0.003276,0.018667,0.296817,0.056268,-0.034155,0.018323,0.155965,0.061087,-0.073599,0.089104,0.007274,0.004172,0.101246,0.099125,0.011611,0.172671,0.084047,0.092555,0.053094,-0.037921,0.028169,0.043541,0.036775,-0.039610,-0.058396,-0.285939,-0.074415,0.053138,0.034023,0.024023,0.062320,-0.068455,0.012322,0.039035,0.070593,-0.083362,0.087778,-0.001784,0.061208,-0.041357,-0.149217,0.062476,-0.007212,0.018848,0.059642,-0.037181,-0.096449,0.060471,-0.061934,0.005263,0.158021,0.117053,0.053106,0.018070,0.148613,-0.232741,-0.037090,-0.117573,-0.261754,-0.062170,0.095027,0.013778,0.174601,0.004529,-0.007157,0.085105,-0.007796,0.004772,0.164544,0.027707,0.127031,-0.033457
vikarien,game,-0.089835,0.119399,0.150996,0.053091,-0.129428,0.090589,-0.025895,-0.016289,0.007525,-0.049445,-0.038317,0.008274,-0.042811,0.030088,-0.042656,0.053272,0.017527,-0.080007,-0.011043,0.025866,-0.007523,0.085377,0.007639,0.070831,0.062142,-0.023628,-0.064403,-0.011611,0.124512,0.040522,0.006369,-0.014235,0.010554,-0.009723,0.154679,-0.043263,-0.048283,-0.034772,0.065297,0.022243,0.023458,0.014902,-0.053026,0.027620,-0.010422,-0.068096,-0.104565,0.004322,-0.048758,0.003124,0.015032,-0.046372,-0.004884,-0.060763,0.055456,-0.067547,0.021434,0.003138,-0.014925,-0.057709,0.013773,0.009971,-0.008476,-0.084444,-0.029808,0.044655,0.040990,0.098522,0.075380,0.031636,0.030745,0.031881,0.013087,0.045795,0.095044,0.003261,-0.011040,-0.064608,-0.005382,-0.041956,-0.030683,-0.028024,0.022897,-0.067230,0.003348,-0.019488,0.023986,-0.007193,0.034662,-0.059514,-0.073449,-0.039890,-0.019066,0.034268,0.016418,0.067115,-0.023898,-0.007265,-0.009043,0.030097
absence,game,-0.133483,0.060370,-0.074863,-0.054998,-0.096716,-0.005099,0.059416,0.228047,-0.076829,0.028754,0.053638,-0.017125,-0.031016,-0.072753,-0.045085,-0.033707,-0.003449,-0.035264,-0.031304,0.050985,-0.049753,0.071680,-0.037323,0.063388,-0.029146,-0.057435,-0.049303,0.024780,-0.026487,-0.017949,-0.037168,0.009382,-0.027893,-0.083480,-0.043490,-0.042237,-0.013855,-0.059873,0.012628,-0.007519,-0.019118,-0.012409,-0.052093,-0.015879,-0.018792,-0.050053,-0.017330,-0.041364,-0.012257,-0.059814,0.083308,-0.006610,0.062503,-0.041075,-0.051483,0.013416,0.036532,0.024759,-0.006615,-0.051036,-0.005526,0.055782,0.122254,-0.000312,-0.019505,0.011265,0.068538,-0.020175,-0.063384,0.029068,-0.015827,-0.018806,0.080269,-0.023898,0.128863,0.014807,0.033971,0.005039,0.010931,-0.009372,0.006112,-0.017693,0.026036,0.014247,0.070413,-0.010548,-0.030683,0.087823,0.066588,0.060081,0.009257,0.059033,-0.028566,0.029651,0.003363,0.015206,-0.011300,0.070340,-0.018140,0.024325
agents,game,-0.098281,0.080101,-0.056364,-0.076276,-0.000039,0.021706,-0.024089,0.189173,-0.010689,0.079029,0.129112,0.146983,-0.020901,-0.168465,-0.121741,-0.056651,0.001654,-0.008630,0.014622,0.004489,-0.016120,-0.044999,-0.103604,0.107203,-0.035630,0.011609,-0.025186,-0.000167,0.135824,-0.007633,0.081799,0.096746,-0.038446,-0.118979,0.052843,-0.110849,-0.015115,-0.078510,-0.048529,0.014396,-0.087965,0.076976,0.080193,0.060977,-0.021276,0.017025,0.024899,-0.004866,0.020471,-0.068435,-0.028329,0.050690,0.085690,0.077034,-0.040714,-0.002722,0.031415,-0.071784,0.000586,-0.028361,0.036790,-0.012792,0.001726,0.193680,0.081056,0.115115,-0.058892,0.013978,-0.082623,0.014701,-0.031687,0.064674,0.030432,0.105315,0.064701,-0.033093,-0.010740,-0.109773,-0.017250,0.063959,0.030443,-0.042540,0.067979,-0.113019,0.059396,0.034817,-0.010744,0.140250,-0.022553,-0.020951,-0.014604,0.070806,0.034545,0.081136,0.019920,0.129481,-0.097340,0.027156,0.054659,-0.009435
x-mas,game,-0.249506,0.165810,-0.172814,-0.014142,-0.121543,0.124848,0.078361,0.116549,-0.030524,-0.006390,-0.036359,-0.039072,-0.042987,0.061022,0.007225,-0.024342,0.023480,-0.014397,-0.013666,-0.040579,-0.057788,-0.024796,0.005725,-0.015257,-0.039340,-0.001124,-0.030115,-0.001276,-0.002307,-0.013068,-0.019444,-0.023189,0.026098,-0.009151,0.004603,-0.028597,-0.018649,-0.007250,-0.012677,0.067625,-0.002165,-0.014991,0.006323,0.020873,0.031484,-0.012806,-0.036309,0.024156,0.037173,0.013208,0.021119,0.029625,0.035494,-0.019474,0.011202,0.016920,-0.000004,-0.035069,-0.003245,0.009588,-0.004865,-0.028112,-0.009234,-0.040396,-0.041810,0.019509,0.006293,0.017315,0.011189,-0.015401,-0.024766,-0.038310,-0.006054,0.000177,0.014233,0.026129,0.039138,0.010987,0.009561,-0.007410,-0.002205,0.037645,-0.026450,0.007119,-0.025123,0.022240,0.021840,-0.002670,0.005067,-0.013134,-0.011754,0.006860,-0.000586,-0.012294,-0.013300,0.008939,0.011500,-0.026632,-0.036992,-0.026578
sonson,game,0.097361,0.410342,0.218392,0.009579,0.037124,0.160946,0.021245,-0.005404,-0.076171,0.081476,0.036626,-0.012416,-0.091132,-0.017615,-0.018317,0.181729,-0.022595,0.083233,0.042164,0.069644,0.046533,-0.046458,0.036549,-0.045004,0.036148,0.008251,0.009356,0.089290,0.007514,0.016031,0.007253,-0.111910,0.014961,0.093830,0.099864,0.003748,0.048971,0.024382,0.040224,-0.077132,-0.061129,0.076634,0.034969,-0.078210,0.075189,0.010323,0.050422,0.153097,-0.059453,0.009969,-0.047219,-0.026568,0.108306,0.114323,-0.030235,0.035743,0.089563,-0.049321,0.070073,-0.019508,0.051043,0.028944,0.024353,0.013787,-0.129490,-0.158703,-0.051775,-0.087051,0.008249,0.025157,0.073189,0.084779,0.018405,0.009773,-0.008267,0.003022,0.020882,-0.090965,0.011491,0.056896,-0.014238,-0.098276,-0.040444,0.025827,-0.022484,-0.004994,-0.003327,-0.056981,0.074107,0.070621,-0.003330,-0.033472,0.017908,0.031700,0.006843,-0.035977,0.015568,-0.002001,-0.056655,-0.017220
wii-spel,game,-0.109677,-0.048382,0.008241,0.057503,-0.023972,0.175027,-0.093248,0.046219,0.057358,0.048108,0.019041,0.002066,0.034872,0.013819,0.031806,-0.039747,0.086780,-0.055444,0.011883,0.017334,0.015512,0.003535,-0.032477,0.005698,-0.012060,0.016070,0.034729,0.025465,0.015929,0.012486,0.003663,-0.003401,0.003921,-0.003186,0.036960,-0.052922,-0.002247,-0.002911,0.004043,0.031442,0.012127,0.039878,0.016445,-0.024275,0.046682,0.049134,0.018546,0.012139,-0.004397,-0.031486,-0.005201,0.021556,0.001311,0.000409,0.052943,-0.049279,0.000031,-0.026398,0.031940,0.015007,0.019788,-0.042891,0.007816,-0.037223,-0.009104,-0.001453,0.041763,-0.015985,-0.021436,-0.041607,-0.009656,-0.023840,-0.031202,0.019417,0.022083,0.009619,-0.033182,-0.026262,-0.012432,0.050582,-0.006811,0.001992,-0.003789,0.002776,-0.023446,0.021227,0.004801,0.010712,0.015649,-0.034956,0.003384,-0.003782,0.007680,-0.005500,-0.026093,0.023739,0.009129,-0.036640,0.000572,-0.008153
breakdance,game,-0.167673,0.012656,-0.059622,-0.062880,-0.059987,0.040708,-0.084687,0.120779,-0.018064,0.079826,-0.050559,-0.034844,0.106654,0.097356,0.053513,-0.025220,0.048046,-0.058754,0.070836,-0.042593,0.011915,0.051655,0.028679,-0.030527,0.021488,-0.096752,0.062804,0.065649,-0.036482,0.015858,0.027520,-0.025246,-0.008069,0.029600,-0.026718,-0.036495,-0.049427,0.006879,0.003511,-0.028190,-0.004630,0.047758,-0.041069,-0.061257,-0.002498,0.038928,-0.051400,-0.007799,0.033372,-0.028175,0.003014,-0.004745,0.056458,0.052648,-0.004872,0.019939,-0.026448,-0.041601,-0.006916,-0.009609,0.072217,0.001352,0.030688,-0.025041,0.087086,-0.028124,0.051114,-0.047328,0.068470,-0.022527,0.033502,0.068010,-0.001809,0.019429,-0.023265,0.010398,-0.029843,0.000592,-0.026203,-0.050113,-0.034366,-0.031583,-0.025740,-0.028427,-0.008394,-0.020185,-0.007978,0.063556,-0.067853,0.080852,0.034325,0.013497,0.018964,-0.009536,0.006910,0.019379,0.049458,-0.017420,-0.033205,-0.023130
sanctions,game,-0.245782,0.037656,-0.127829,0.014110,-0.067772,0.075436,-0.018502,0.111629,0.009358,0.022604,0.060934,-0.003132,-0.020259,-0.073688,-0.057794,-0.030769,-0.020041,-0.012730,-0.053828,0.024604,-0.032800,0.004856,-0.024142,0.077091,-0.024337,-0.015593,0.025153,0.042550,0.034745,-0.000458,-0.003716,0.035233,0.027474,-0.063862,-0.025686,-0.008135,-0.005005,-0.016293,-0.028750,-0.024708,-0.010091,0.036348,0.023576,0.030437,-0.038440,0.012509,0.010270,-0.008875,0.026850,-0.022423,0.038233,0.069856,0.047387,-0.072098,-0.010542,0.020944,0.024032,-0.038259,0.020838,-0.005392,-0.032080,-0.016789,0.054369,0.009366,-0.032834,0.004784,0.065061,-0.023206,-0.006221,-0.013149,-0.060801,0.009015,0.033464,-0.036630,0.018194,0.064885,0.050996,-0.039993,-0.000947,-0.021887,-0.012672,0.012168,-0.012444,-0.024157,-0.003414,0.066365,-0.011938,0.074395,0.009669,0.013300,0.018083,-0.041776,-0.003833,0.023282,0.026520,-0.006295,0.047169,0.015099,-0.046202,0.026690
midtown,game,-0.135165,-0.023822,-0.103187,0.096824,0.056689,0.051017,0.000185,0.079620,-0.125746,-0.032877,-0.042823,-0.014717,0.081245,0.099532,0.018760,-0.095028,-0.057413,-0.005045,-0.036036,-0.014722,-0.030168,0.009902,0.021673,0.048166,-0.008848,0.001022,0.056366,-0.022187,0.041562,-0.013071,0.016735,-0.023563,-0.010820,-0.024804,0.038838,0.001579,0.000663,-0.022626,0.006502,-0.017017,0.048346,0.042793,-0.012824,0.021801,0.006253,0.034126,0.013784,0.034743,0.026442,-0.039063,0.073255,0.018436,0.053791,0.052415,-0.057428,-0.033068,-0.003741,0.009470,-0.076949,-0.027115,0.094270,-0.014077,-0.023578,-0.035641,0.018198,0.057561,0.027505,-0.041324,0.016485,-0.048521,-0.048689,0.022295,-0.011234,0.028889,-0.002523,0.052976,0.035762,-0.026319,0.006872,-0.010282,0.002003,-0.014118,0.034064,0.033845,-0.021629,-0.008038,0.004043,0.012452,-0.005517,-0.035389,0.004691,0.014259,-0.036991,-0.005685,-0.013319,0.033597,0.057395,-0.030721,0.009429,-0.043246
well-known,game,-0.219426,0.069495,-0.076581,0.002519,-0.046765,0.090755,0.000119,0.134178,-0.070276,-0.002767,0.010183,0.005621,-0.045607,-0.052739,-0.028896,-0.043869,-0.000770,-0.022099,-0.033817,0.026357,0.017867,0.019847,0.014494,0.067849,0.004122,-0.002921,-0.004779,0.040249,0.001524,-0.002732,-0.013243,-0.046255,-0.001401,-0.033669,-0.003565,-0.048161,-0.010320,-0.004473,-0.011088,-0.031091,-0.040067,0.019151,0.012525,-0.031391,0.000320,0.029484,0.002644,0.000025,0.018753,-0.008118,0.052786,0.013373,0.030406,-0.027787,-0.037729,0.019654,0.002232,-0.040809,0.004979,-0.024705,-0.037727,0.007193,0.000135,0.034087,0.007099,0.006638,0.020407,-0.016482,0.009479,0.021695,0.009375,-0.010666,0.041905,-0.028998,-0.000216,-0.004090,0.018324,0.013454,0.019427,-0.030967,0.018363,-0.007565,-0.002573,-0.000883,0.031693,0.012188,0.020881,0.043367,0.033503,-0.010999,0.010288,0.012318,-0.009026,-0.004309,-0.014605,0.012601,0.015115,-0.006452,-0.020716,0.030664
advances,game,-0.239107,0.075796,-0.047956,0.000469,-0.039733,0.032454,0.014617,0.202356,-0.003210,0.052589,-0.013526,0.005530,-0.049750,-0.079189,-0.012266,-0.014964,0.004047,-0.015176,0.004673,-0.004782,-0.035154,-0.007613,0.008503,0.079909,-0.032941,-0.000615,-0.028362,0.055758,-0.016190,-0.036054,0.023416,0.032492,-0.034691,-0.020021,-0.019194,-0.071207,0.021221,0.016700,-0.025693,-0.028907,0.039796,0.009041,0.041843,-0.002635,-0.003991,0.050512,0.003745,-0.022420,-0.002143,-0.046619,0.042382,0.025041,0.010058,-0.031744,-0.034569,-0.026292,-0.004105,-0.076721,0.016690,-0.008788,-0.010103,0.024885,0.022878,0.002296,-0.001684,0.001959,0.011871,-0.032779,0.006109,-0.035745,-0.038503,-0.000670,0.029968,-0.053479,0.016613,-0.012392,0.022473,-0.032151,-0.017182,-0.035422,0.014873,-0.044064,0.000902,-0.044258,-0.004917,0.046648,0.037493,0.042796,0.000979,0.008733,-0.005380,-0.023108,-0.005815,0.055428,0.051456,-0.014929,-0.004312,-0.006848,-0.044796,0.000069
imperialistisk,game,-0.215098,0.030901,0.012350,-0.144496,0.029712,0.040928,-0.008881,-0.031333,-0.030232,0.024019,-0.004674,-0.029687,0.012846,-0.025463,0.006736,0.015191,-0.042908,-0.010177,-0.025053,0.000769,-0.008452,-0.024782,-0.004875,0.025215,-0.044721,0.013319,0.004653,0.016394,-0.005135,-0.019413,0.023485,0.033551,-0.015700,0.001022,0.001105,-0.009710,0.007365,0.003810,0.001585,-0.020835,0.010426,0.014199,-0.009301,-0.010743,-0.005092,0.031226,0.027069,0.001394,-0.015276,0.020700,-0.007773,0.026067,0.005835,0.017527,0.037011,0.010314,0.028226,0.005043,-0.005333,-0.023464,0.001547,-0.017564,0.009968,0.011736,-0.025911,0.017107,-0.010346,-0.013184,0.036840,0.023205,-0.008227,0.020158,-0.017765,0.023785,0.022547,0.020620,-0.002883,-0.011490,0.013594,-0.009469,-0.020459,0.001269,-0.000472,0.010851,0.012586,0.048991,-0.022371,0.028009,-0.001549,-0.019215,0.017331,0.031190,-0.014735,0.011783,-0.010987,0.006712,0.002528,0.018798,-0.016453,-0.020145
coupons,game,-0.181708,0.103882,-0.130262,-0.010258,-0.102691,0.004824,0.003016,0.136522,-0.023789,0.020646,-0.032206,0.003821,-0.018490,-0.045228,-0.074853,-0.044488,-0.026674,0.035563,0.030251,-0.039051,-0.103161,-0.003249,-0.021434,0.048978,-0.037850,-0.023112,-0.019280,0.022357,0.039813,-0.073355,-0.005222,0.015060,-0.039045,-0.019890,0.019246,0.006643,0.012268,-0.000693,0.003723,-0.009800,-0.026178,0.030528,0.039955,0.020471,-0.021317,-0.022854,0.039718,0.002359,0.050248,-0.052375,0.012575,0.047901,-0.043425,0.028154,-0.072844,-0.020201,0.019343,-0.027670,0.040273,-0.034406,0.023584,-0.005482,0.019362,0.070837,0.036036,0.002331,0.008996,0.025490,-0.047234,-0.001220,0.021820,-0.013217,0.022924,0.000904,0.022384,0.066015,0.004966,-0.050940,0.023087,-0.025392,0.014661,-0.012779,0.018135,0.011850,-0.003040,-0.004541,0.026951,0.033088,0.001591,-0.008303,0.041158,0.007549,0.013922,0.024285,-0.092986,0.034512,-0.030302,-0.012162,0.031665,-0.010131
catastrophe,game,-0.261496,0.073624,-0.087150,-0.003022,-0.100826,0.077438,0.012069,0.100148,-0.048523,0.001021,0.018897,-0.012575,-0.015427,-0.038835,-0.016108,-0.043150,0.015597,-0.012667,-0.036407,0.012931,-0.025602,0.007235,-0.021030,0.090271,0.041574,-0.035422,0.004925,0.038761,-0.018442,0.018482,0.039389,0.015768,0.011081,-0.038273,-0.018315,-0.003287,0.068945,0.009044,-0.005773,-0.022114,0.033101,0.043703,-0.002703,-0.014701,-0.069450,0.016950,0.018413,-0.013287,0.024335,-0.018466,0.051777,0.021994,0.029926,-0.037915,0.001173,0.005598,-0.023663,-0.027292,0.032244,-0.015308,-0.052145,0.025792,-0.002727,0.011187,0.014362,0.030521,0.019802,-0.024030,-0.003336,0.014360,-0.014896,-0.010481,0.006170,-0.012793,0.052984,0.004125,0.025695,0.017623,-0.001151,0.001594,0.007067,-0.004635,-0.002052,0.014384,0.022199,0.042744,0.022101,0.038736,0.008753,0.002662,0.017708,0.026319,-0.026968,0.012460,0.004688,0.026245,0.001830,0.029437,-0.020857,0.006575
originated,game,-0.160386,0.053905,-0.051801,-0.003859,-0.023068,0.092456,0.078072,0.125146,-0.036560,0.037954,0.038562,-0.012465,-0.054239,-0.055941,0.007099,-0.025986,0.009549,-0.020491,-0.061314,-0.005241,0.006819,0.002140,-0.008500,0.050939,0.004973,-0.011384,0.020877,0.006173,-0.013887,-0.002375,-0.027230,-0.031560,-0.001709,-0.037425,-0.011302,-0.049635,0.025044,-0.042980,-0.029858,0.028741,-0.016122,0.058530,0.053950,-0.054364,-0.003279,0.023413,0.063120,0.013000,0.058340,-0.020157,0.037417,-0.009743,-0.018555,-0.051880,-0.028828,0.068858,-0.016461,-0.024791,0.009633,-0.040556,-0.035094,-0.002276,-0.001743,-0.000046,-0.041712,0.020460,-0.041839,-0.010379,0.023754,0.067173,0.009335,0.015851,0.000271,-0.027925,-0.003822,0.039039,0.018306,-0.016119,-0.026705,-0.019848,0.016378,0.017640,0.028352,-0.025155,-0.002967,0.011725,-0.010826,0.017957,-0.000695,-0.029595,0.058515,0.026610,0.005940,0.014970,-0.020927,0.017329,-0.003852,0.031847,-0.019733,0.025328
medicines,game,-0.178661,0.055317,-0.078346,-0.033159,-0.031569,0.060417,-0.062784,0.119963,-0.001698,0.075991,-0.037207,-0.030260,-0.018557,-0.101257,-0.018247,-0.043160,0.002080,-0.007379,-0.044045,0.020849,-0.029268,-0.011753,0.023362,0.087362,-0.027799,-0.019967,-0.035423,0.015260,0.027452,-0.019900,-0.010669,-0.007017,-0.031534,-0.024803,-0.011131,-0.024618,-0.007190,0.015812,-0.010361,0.013938,0.048719,0.047068,0.038944,-0.009216,-0.018799,0.022644,-0.008362,0.005785,0.005660,-0.010884,0.011665,0.062391,0.018725,-0.022123,-0.028068,0.023299,-0.013760,0.000036,0.004247,-0.034823,0.002835,0.008199,0.036179,0.018969,-0.011412,0.048085,0.023411,0.018743,-0.053446,-0.030633,-0.021492,-0.021349,0.051754,-0.040592,0.019304,0.010257,0.005286,-0.068679,0.001048,-0.011972,-0.013366,-0.035362,-0.072519,0.010292,-0.012658,0.059681,0.022060,0.036286,0.016119,-0.049586,-0.013284,0.000255,-0.017479,-0.010826,0.006087,0.001687,0.008451,0.000474,-0.038029,-0.004213
