Word,Vector
Mats Skogkär,-0.01803344301879406 0.042196206748485565 0.039278797805309296 -0.009894020855426788 -0.015013483352959156 0.02434665523469448 0.013413277454674244 -0.01694258488714695 0.008851289749145508 0.018305808305740356 -0.005176218692213297 -0.005895582027733326 -0.008227486163377762 -0.01777081936597824 0.006691634654998779 0.012551403604447842 0.013800041750073433 0.022804979234933853 -0.026475021615624428 0.0003639398200903088 0.015732023864984512 0.015912668779492378 -0.0005674600834026933 -0.015775589272379875 0.007669362705200911 0.004780139774084091 -0.018572241067886353 0.010670371353626251 0.005581715144217014 0.004133510868996382 0.0075444444082677364 0.0026806045789271593 -0.00939253345131874 0.009452505968511105 -0.01478299219161272 0.0036959417629987 0.006752777379006147 -0.004194390028715134 -0.007495441939681768 -0.011273853480815887 0.004187451209872961 0.00636393902823329 -0.003580153454095125 0.1615283191204071 -0.006611548364162445 0.029723364859819412 0.0017165106255561113 -0.006666447501629591 0.002143050776794553 -0.035116758197546005 -0.012837334536015987 -0.014099282212555408 -0.015045802108943462 -0.010933834128081799 -0.02233978547155857 0.008636623620986938 0.0088120736181736 0.005907678510993719 -0.021055793389678 -0.014463056810200214 -0.011516501195728779 0.005320272874087095 0.008982873521745205 0.00283023901283741 0.01802210882306099 -0.007571634836494923 0.00014512278721667826 0.009838095866143703 -0.0015268074348568916 0.008482578210532665 -0.015384278260171413 -0.0059653110802173615 0.03494950756430626 -0.007589056622236967 -0.01199279259890318 -0.013472924008965492 -0.014519504271447659 0.0034033015836030245 -0.022777603939175606 0.0001529060973552987 0.014876375906169415 0.016624614596366882 0.015462498180568218 -0.010041240602731705 -0.022279949858784676 -0.001420949469320476 -0.015317817218601704 0.00167890265583992 0.0017272111726924777 0.018750768154859543 -0.010387659072875977 -0.0013729024212807417 -0.02572593092918396 0.007538048084825277 0.00122637243475765 -0.008829726837575436 0.01996692083775997 -0.011887283995747566 -0.01598276011645794 -0.017361344769597054
Simon Wakter,-0.07235550880432129 0.07085709273815155 0.040428806096315384 -0.01141396164894104 -0.0003263317048549652 0.0033776217605918646 -0.03169615566730499 0.04721685126423836 -0.006025040056556463 0.01362261176109314 -0.004958647303283215 -0.016514264047145844 -0.005164642818272114 -0.040817566215991974 -0.003546216757968068 -0.010793530382215977 0.008141589350998402 0.009772023186087608 -0.041905246675014496 -0.004041265230625868 -0.0413966067135334 0.0305164884775877 0.006765990052372217 -0.023410743102431297 0.022778620943427086 -0.006072515621781349 -0.012498023919761181 0.02372019551694393 0.0020622380543500185 0.013181987218558788 0.023636480793356895 0.004219080787152052 -0.000799438392277807 0.030413491651415825 0.0032331482507288456 -0.0016614769119769335 0.029390225186944008 0.006139646749943495 0.00480964919552207 0.0012398594990372658 -0.0002282277710037306 0.009412894956767559 -0.01513464655727148 0.23636512458324432 0.02655898407101631 0.06754875183105469 -0.015258222818374634 0.007885570637881756 -0.011218526400625706 -0.008514384739100933 -0.017896369099617004 -0.01404920220375061 0.009378214366734028 -0.007954913191497326 0.0025172417517751455 -0.014430644921958447 0.03169378638267517 0.014697521924972534 -0.006623690016567707 -0.004045876208692789 0.0031257551163434982 0.005019189324229956 0.005794801749289036 -0.019361814484000206 -0.0037034451961517334 0.0046172235161066055 0.00013447627134155482 -0.020246872678399086 0.008378311060369015 0.0034156322944909334 -0.014543297700583935 -0.012461833655834198 0.017522912472486496 -0.0047292946837842464 -0.03116300143301487 0.0001258461270481348 0.014570072293281555 -0.031169092282652855 0.0035840363707393408 -0.01115476619452238 0.002256381092593074 -0.008144284598529339 0.02678838185966015 0.008466962724924088 -0.007586780469864607 -0.00847631972283125 -0.008826322853565216 0.008834218606352806 0.006385366898030043 0.0013078877236694098 -0.02543427050113678 0.011951325461268425 -0.023858366534113884 -0.003019829047843814 0.011812889948487282 -0.010147148743271828 0.02852625958621502 -0.0025525749661028385 0.017421023920178413 0.008438336662948132
Daniel Suhonen,-0.055656276643276215 0.0701870545744896 0.019555041566491127 -0.027275938540697098 -0.03477136790752411 0.035902105271816254 -0.02541205659508705 0.024530505761504173 0.0058793723583221436 0.030373509973287582 -0.020151183009147644 -0.029843686148524284 0.026983339339494705 -0.020959801971912384 -0.012314125895500183 -0.027230899780988693 -0.007735732011497021 0.017237037420272827 -0.01436461042612791 0.016414061188697815 0.0026986184529960155 0.042250387370586395 0.014931055717170238 -0.011522769927978516 0.04142042621970177 -0.0034505613148212433 -0.004641390405595303 -0.011526843532919884 0.011350587010383606 0.0023685370106250048 0.02777177095413208 -0.041251543909311295 -0.005042952485382557 0.027822688221931458 -0.008397435769438744 0.011338490061461926 0.039874158799648285 -0.005265115760266781 -0.0015668952837586403 -0.01715632900595665 -0.0015353383496403694 0.007486430462449789 -0.02003226801753044 0.24421876668930054 -0.021595198661088943 0.08709152042865753 0.0013235750375315547 -0.022651702165603638 -0.015780068933963776 -0.014683729968965054 -0.030797576531767845 -0.015355429612100124 -0.012301547452807426 -0.03198297694325447 -0.020175140351057053 0.00408534100279212 0.010577458888292313 -0.0039025116711854935 -0.007887901738286018 -0.03981100395321846 -0.0020933772902935743 0.0005151269724592566 0.009057546965777874 -0.013138175010681152 0.03518371656537056 -0.006249168887734413 0.009694219566881657 -0.013603332452476025 0.0033649192191660404 -0.007777285762131214 -0.022945312783122063 0.004547567572444677 0.06159079819917679 0.009286044165492058 -0.03735414892435074 -0.029041340574622154 -0.014186074957251549 -0.006512140389531851 0.006320822052657604 -0.019774826243519783 0.035615332424640656 0.0034482558257877827 0.013213570229709148 -0.019649334251880646 -0.005019373260438442 -0.018957054242491722 -0.008933068253099918 0.014135370030999184 -0.010560449212789536 0.013486641459167004 -0.032301902770996094 0.00316743366420269 -0.03837180137634277 -0.004790171515196562 0.03704587742686272 -0.020314767956733704 0.03320940211415291 -0.01667775772511959 0.003770172595977783 -0.023626452311873436
Oskar Månsson,-0.02415481023490429 0.03364827111363411 0.03932112455368042 0.005543329752981663 -0.016513848677277565 0.06607556343078613 -0.011601245030760765 0.025207113474607468 0.006219727452844381 0.0071258582174777985 0.0033431833144277334 -0.04146457463502884 0.008862475864589214 0.016163000836968422 0.013078233227133751 -0.007071295287460089 0.026685591787099838 0.01961788348853588 -0.004817675799131393 -0.019502198323607445 -0.010678678750991821 0.04366790130734444 0.0017574013909325004 -0.005219822283834219 0.011221309192478657 0.006267414893954992 0.0014417916536331177 -0.008256052620708942 -0.004743691999465227 0.0001106492563849315 0.02449062466621399 0.0008987804758362472 -0.008112432435154915 0.010307801887392998 0.021826833486557007 -0.015011453069746494 0.019520169124007225 -0.03381052613258362 0.002147011924535036 0.007351066917181015 -0.020176216959953308 -0.0012382885906845331 0.00034491042606532574 0.21836376190185547 -0.06626085937023163 0.08731327950954437 -0.010807603597640991 -0.023315344005823135 -0.030889051035046577 0.000662191363517195 -0.024718880653381348 0.008746578358113766 -0.010260611772537231 -0.015994885936379433 0.0072866822592914104 -0.01618705503642559 0.01643744669854641 0.00700422003865242 -0.00934422854334116 -0.017838183790445328 -0.02142033912241459 0.0392533577978611 0.007668511010706425 -0.004014300182461739 0.005789263639599085 0.009261418133974075 0.013776951469480991 0.02769046276807785 -0.030982742086052895 0.009738092310726643 0.0014366466784849763 -0.0038004438392817974 0.050585657358169556 0.039428599178791046 -0.024798450991511345 -0.03168317675590515 -0.024185655638575554 -0.042828191071748734 -0.013945361599326134 0.014808224514126778 -0.007816426455974579 0.0007435308652929962 0.0006171072018332779 -0.0027457489632070065 -0.022960230708122253 -0.014646254479885101 -0.003943557385355234 -0.023296460509300232 0.014826091006398201 0.02465296909213066 -0.03514754772186279 -0.019339775666594505 -0.07877600938081741 0.010524331592023373 0.011272914707660675 -0.007257009390741587 0.04309358447790146 0.014701553620398045 -0.0136155029758811 -0.02958456613123417
staffan danielsson,-0.04382893815636635 0.011617813259363174 0.018129508942365646 0.008792255073785782 -0.004012488294392824 0.030342528596520424 -0.0036906898021698 0.028355181217193604 0.030710361897945404 0.016998929902911186 0.009065094403922558 -0.032377466559410095 0.02464883215725422 0.014826599508523941 -0.008335191756486893 0.003182793967425823 0.020960312336683273 -0.008182812482118607 -0.026133865118026733 -0.006579085253179073 -0.020042944699525833 0.03730287402868271 0.010844415053725243 0.0010902595240622759 -0.019232168793678284 -0.0014888427685946226 0.017574992030858994 0.009313906542956829 -0.0006492519751191139 -0.024224765598773956 0.006664881948381662 0.005110735073685646 0.021648045629262924 0.03222253918647766 0.012284984812140465 0.015244449488818645 0.007747536990791559 -0.02380458265542984 0.01631590910255909 0.00224316050298512 -0.023236960172653198 0.010421546176075935 -0.021662861108779907 0.17931053042411804 -0.05232264846563339 0.07687264680862427 0.00925977062433958 0.005376533605158329 0.003907966427505016 -0.001670789672061801 -0.01131409127265215 -0.007906115613877773 0.016183365136384964 0.008030246943235397 0.011682625859975815 -0.008582957088947296 -0.0014302264899015427 -0.0014232061803340912 -0.006083410233259201 0.017062310129404068 -0.03717004507780075 0.002847293158993125 -0.010202356614172459 -0.0033242315985262394 -0.010839207097887993 0.006045549642294645 0.012807780876755714 0.0017055916832759976 -0.010854355990886688 0.0007474723970517516 0.013058293610811234 -0.019657818600535393 0.014790252782404423 -0.021022729575634003 -0.02239827811717987 -0.009864646010100842 -0.04022680222988129 -0.04188387095928192 -0.02194024622440338 0.037342317402362823 0.004784733988344669 0.004800330847501755 -0.017915071919560432 -0.0003419928252696991 -0.0094998087733984 -0.012305691838264465 0.014092344790697098 -0.03784922510385513 -0.0006538779707625508 0.018346456810832024 -0.034725166857242584 -0.01721949130296707 -0.0049383980222046375 0.01634964533150196 0.0018021268770098686 -0.004289808217436075 0.005243221297860146 -0.006758362986147404 -0.02835875004529953 0.010877016931772232
Lothbrok,-0.01991644874215126 0.09754490107297897 0.00269090267829597 0.04653232917189598 0.025504929944872856 0.08164508640766144 0.021237924695014954 -0.005224939435720444 -0.013472537510097027 0.021097732707858086 0.02961478941142559 -0.024896901100873947 -0.05930746719241142 0.00949711911380291 0.045801740139722824 -0.010790902189910412 -0.007261388003826141 -0.004017585422843695 -0.03497914969921112 -0.0027870982885360718 -0.013847947120666504 0.019669612869620323 0.0014189556241035461 0.021348241716623306 -0.008598108775913715 0.0641539916396141 0.023846298456192017 0.006927597802132368 -0.014561787247657776 -0.034509457647800446 0.06341502070426941 0.012717776000499725 -0.04287449270486832 0.033772021532058716 -0.018439454957842827 0.01152860652655363 0.02773747406899929 0.039847828447818756 -0.031260572373867035 0.0004153456538915634 -0.015506070107221603 0.006185412406921387 -0.02372821979224682 0.2102537453174591 -0.010905771516263485 0.0352497398853302 0.020192809402942657 -0.0017123589059337974 0.025968817993998528 -0.013373288325965405 0.009479524567723274 0.0022516846656799316 0.011959264986217022 -0.009750494733452797 -0.023715674877166748 -0.0047744931653141975 0.012702377513051033 0.05958035588264465 0.011890364810824394 -0.04157331958413124 -0.012288538739085197 0.02940819412469864 0.007904973812401295 0.023640593513846397 0.011936303228139877 0.043311890214681625 -0.04185592755675316 -0.022120079025626183 -0.008833576925098896 -0.008771117776632309 -0.0053379419259727 0.008320830762386322 0.05966462194919586 -0.019955072551965714 -0.0032501895911991596 -0.026979118585586548 -0.03008229285478592 0.004999675787985325 0.02550085261464119 -0.026858417317271233 0.022421564906835556 0.004211371764540672 0.020579051226377487 -0.0005223006010055542 -0.024464493617415428 -0.0026435216423124075 -0.013875311240553856 -0.007118153385818005 0.02252301201224327 0.02119719795882702 -0.01178345363587141 0.013328472152352333 -0.010016060434281826 -0.03449857607483864 0.0005016680806875229 0.004902061074972153 -0.0186117235571146 -0.01537271123379469 0.015860270708799362 -0.028736039996147156
Frozen Crown,-0.07010875642299652 0.08864589780569077 0.02139061503112316 0.05002526566386223 0.026485774666070938 0.012322960421442986 -0.05046157166361809 0.06840422004461288 -0.07767906785011292 0.015509963035583496 -0.0021875419188290834 -0.044925540685653687 0.08581003546714783 -0.0028346183244138956 0.047420211136341095 0.02755332924425602 0.010322315618395805 0.005543168168514967 -0.02550557628273964 0.016672281548380852 0.03596503287553787 0.038261931389570236 0.0075034028850495815 -0.030352184548974037 0.0025269861798733473 -0.026573989540338516 0.02626006118953228 -0.013011233881115913 -0.025362908840179443 -0.025084704160690308 0.01331320870667696 -0.025747163221240044 0.014259161427617073 0.0864919051527977 0.02136131376028061 -0.01224613469094038 0.0012862228322774172 0.029562518000602722 -0.07494652271270752 -0.0005263855564408004 -0.024357987567782402 0.009878884069621563 -0.0405331626534462 0.27939939498901367 0.05450201779603958 0.09692109376192093 0.032556090503931046 0.0233057402074337 -0.0061277966015040874 -0.02454017661511898 0.0006008005002513528 -0.0227313581854105 0.03804118558764458 0.03208223730325699 -0.05447657033801079 0.00855556596070528 0.0186651311814785 0.03940506651997566 0.02537222020328045 -0.00374729186296463 0.03326383978128433 0.009827526286244392 0.022401414811611176 -0.012611252255737782 0.008375457488000393 -0.00040092767449095845 -0.007713012397289276 -0.031107435002923012 0.01746802031993866 0.009362987242639065 -0.061794716864824295 0.04296189919114113 0.045431870967149734 -0.055903542786836624 -0.09491132944822311 -0.003240513149648905 -0.04478822275996208 -0.009330198168754578 -0.02652067504823208 0.011736966669559479 0.0012205259408801794 -0.0022017534356564283 0.00345980073325336 -0.010285335592925549 -0.0023844484239816666 -0.0371735505759716 -0.026825442910194397 -0.028883526101708412 0.002810258185490966 0.052673377096652985 -0.05333886668086052 0.009046371094882488 0.014536869712173939 -0.010160787962377071 -0.048981692641973495 -0.035262636840343475 0.04053221270442009 -0.015579769387841225 -0.020564742386341095 -0.03200727328658104
Gurra,-0.0020976103842258453 0.2967849671840668 -0.03040945529937744 0.06996551156044006 -0.1594344675540924 0.15825068950653076 0.21531394124031067 -0.0014694477431476116 0.05344953387975693 -0.06113699451088905 0.06152879819273949 -0.07929663360118866 0.0874326154589653 0.01858486607670784 -0.04232025146484375 0.062184665352106094 -0.03524244576692581 0.15890315175056458 0.001846009399741888 -0.06107860803604126 -0.06102759763598442 0.031676579266786575 0.05381852388381958 -0.022267671301960945 0.05002607777714729 0.03491140156984329 0.02077123150229454 0.0043921684846282005 -0.08723469823598862 -0.04589739441871643 0.09907659888267517 -0.00838434137403965 -0.05411854013800621 0.15572240948677063 -0.06474713981151581 -0.056291233748197556 -0.08354373276233673 -0.14868535101413727 -0.02275332622230053 0.0750756561756134 -0.04219548776745796 -0.057746224105358124 0.11550222337245941 0.4009263515472412 -0.009609146043658257 0.05498056858778 0.016892019659280777 -0.05595383793115616 -0.009410951286554337 -0.015783628448843956 0.020717035979032516 -0.02959328144788742 -0.005101081449538469 0.05656356364488602 0.04821702837944031 0.014407532289624214 0.10134977102279663 -0.009313754737377167 0.11413928866386414 -0.10496777296066284 -0.05454408377408981 -0.0019716108217835426 0.11468371003866196 -0.027770165354013443 -0.04851047694683075 0.06902734935283661 0.05719394236803055 -0.027069315314292908 0.0002451930195093155 0.07655926793813705 -0.12078702449798584 -0.039635393768548965 0.009502208791673183 0.03562274947762489 0.02532137930393219 -0.014178592711687088 0.011884068138897419 0.00022396352142095566 -0.06787972152233124 0.04529841989278793 0.11365272849798203 -0.04765142500400543 0.05832938849925995 -0.01483212411403656 0.1861317753791809 -0.008032625541090965 -0.052553799003362656 -0.05034229904413223 0.004264687187969685 0.030267730355262756 -0.018849940970540047 -0.06721094995737076 -0.07281015813350677 0.0007220935076475143 0.010801898315548897 0.013560709543526173 0.06467901915311813 -0.06601385772228241 -0.027017083019018173 0.0026549834292382
Morgan Johansson,-0.014419039711356163 0.03911168500781059 0.018842635676264763 -0.0034686829894781113 -0.02471337467432022 0.03847361356019974 0.020518416538834572 0.002008176641538739 -0.020546579733490944 0.03614382445812225 0.027297332882881165 -0.02429426647722721 -0.008056577295064926 -0.019129712134599686 -0.02192634716629982 -0.007059147115796804 -0.004276402294635773 0.0017322172643616796 -0.003601758275181055 0.013347952626645565 0.011060832068324089 0.03843965008854866 0.00031880164169706404 0.01814975216984749 -0.000608403526712209 0.012686270289123058 0.00740582961589098 0.007839196361601353 -0.01190035231411457 -0.025623569265007973 0.018109379336237907 0.006218282040208578 -0.009613271802663803 0.015380878001451492 -0.007627622224390507 0.021257346495985985 0.013919624499976635 -0.014237106777727604 -0.007727859541773796 0.0019972752779722214 -0.011868033558130264 -0.000814050727058202 -0.011229874566197395 0.16778263449668884 -0.03125489503145218 0.07060122489929199 0.0023064848501235247 -0.011869873851537704 -0.017476094886660576 -0.020489204674959183 -0.019762035459280014 0.006068547256290913 0.018450362607836723 0.009993821382522583 -0.007145774085074663 -0.010042069479823112 0.0009249193826690316 0.0031912748236209154 -0.0066568064503371716 -0.01314097736030817 -0.007677384186536074 0.032996077090501785 0.028097137808799744 0.004836175590753555 0.011952115222811699 0.013478697277605534 0.018305093050003052 0.012757906690239906 -0.015425760298967361 0.004233228974044323 0.013214833103120327 0.0016598020447418094 0.03004433400928974 0.006831047125160694 -0.01776215061545372 -0.01688026450574398 -0.03267648071050644 -0.01007942482829094 -0.015132063999772072 0.004697391763329506 0.00429593026638031 -0.007525780238211155 0.01621060073375702 -0.006214173510670662 -0.014412187039852142 -0.004947330337017775 0.008633185178041458 -0.007433341350406408 -0.007134543266147375 0.022509310394525528 -0.018256619572639465 -0.01642703451216221 -0.020489556714892387 -0.001121831825003028 -0.013820530846714973 -0.019968384876847267 0.03104483336210251 -0.017234576866030693 -0.008090757764875889 -0.02094300650060177
Mikael Damberg,-0.07188274711370468 0.03248440846800804 0.04413527250289917 -0.004652424715459347 -0.018443763256072998 0.05418604612350464 -0.005215252749621868 0.03504849597811699 0.0321103110909462 0.010039214044809341 0.031367383897304535 -0.015032424591481686 0.029298953711986542 0.018717030063271523 -0.003607149003073573 -0.017877791076898575 -0.0050387149676680565 -0.008324487134814262 -0.003980415873229504 0.00146393571048975 0.029288794845342636 0.027431070804595947 -0.009159193374216557 -0.016489669680595398 0.018501101061701775 0.018201399594545364 -0.009889405220746994 0.02535664290189743 0.026394180953502655 -0.00993051566183567 0.011739457026124 -0.0037513617426156998 -0.01381075382232666 0.02541046403348446 0.012593429535627365 0.026464834809303284 0.023783808574080467 -0.009034598246216774 0.003676019608974457 0.0006716139614582062 -0.01182745210826397 0.006106110289692879 0.001062789000570774 0.26933807134628296 0.0011276230216026306 0.08342790603637695 -0.03743297979235649 -0.01921064406633377 -0.021591922268271446 -0.032731205224990845 -0.01999778300523758 -0.01380363292992115 -0.004715952090919018 -0.012787587009370327 -0.030781080946326256 -0.015426146797835827 0.029226243495941162 0.016364743933081627 -0.0036877705715596676 0.0027702972292900085 -0.005603093653917313 -0.0024678099434822798 0.02270704321563244 0.009751125238835812 0.019658949226140976 0.004752911627292633 0.011829170398414135 -0.000889581860974431 -0.0016290013445541263 0.006841540336608887 -0.002853469457477331 -0.008547969162464142 0.06163092702627182 -0.005892164073884487 -0.05164110288023949 -0.023248285055160522 -0.013476185500621796 -0.008308418095111847 -0.002578902756795287 -0.0002236798609374091 0.00654470082372427 0.02124079130589962 0.03386085480451584 -0.011755116283893585 0.0003170538693666458 -0.008792225271463394 -0.017975857481360435 -0.002534048166126013 0.022596538066864014 0.0393928699195385 -0.03284171596169472 -0.004373767878860235 -0.05366387218236923 -0.003393428400158882 0.018243178725242615 -0.017061693593859673 0.025046726688742638 -0.008604994043707848 -0.0057067908346652985 -0.007662516087293625
Victor Pressfeldt,-0.015065259300172329 0.05479541793465614 0.034781090915203094 -0.006289197131991386 -0.02164665050804615 0.03619245067238808 -0.02774137444794178 0.004577346611768007 -0.008813394233584404 0.02399432100355625 0.018958473578095436 -0.029594212770462036 0.020578384399414062 -0.013827103190124035 -0.0011951844207942486 -0.010436694137752056 -0.007010408211499453 0.007491890341043472 0.018183832988142967 -0.0093357739970088 0.008226223289966583 0.023726968094706535 0.010301496833562851 -0.024089790880680084 0.01543213240802288 -0.0023070545867085457 -0.029060347005724907 0.010095859877765179 0.034660644829273224 0.007915402762591839 0.013970852829515934 -0.030547693371772766 0.008590955287218094 0.015426505357027054 -0.005004386883229017 0.030960308387875557 0.010761849582195282 -0.012822994031012058 -0.012940417975187302 -0.0031730092596262693 0.004633912350982428 0.0021523660980165005 -0.003086130367591977 0.1517670601606369 -0.010054254904389381 0.060516685247421265 -0.0040335520170629025 -0.02207013964653015 -0.011894788593053818 -0.011767414398491383 -0.022200381383299828 0.00857487227767706 0.010409589856863022 -0.0012086197966709733 -0.019156109541654587 0.009053798392415047 0.008016024716198444 0.002779889851808548 0.005409022327512503 -0.011062712408602238 -0.010170118883252144 0.031065257266163826 0.010151294991374016 -0.010087241418659687 0.01044026855379343 0.0008015305502340198 0.008689855225384235 -0.007241824641823769 0.016786959022283554 -0.00017034697521012276 0.009767020121216774 -0.00843275710940361 0.04018448293209076 0.012966899201273918 -0.0282818041741848 -0.008042683824896812 -0.002063457854092121 0.005886020138859749 0.010464036837220192 0.0038439687341451645 0.014369107782840729 0.011592423543334007 0.002760607050731778 -0.0035660031717270613 -0.013324680738151073 0.014803566969931126 -0.0012851807987317443 0.0005685892538167536 -0.015232373028993607 0.006939545273780823 -0.013664393685758114 0.008046355098485947 -0.02670867182314396 0.005826716776937246 0.02138448692858219 0.012519408948719501 0.0460037961602211 -0.01199590228497982 0.008895314298570156 -0.016396531835198402
Pia Clerté,-0.013649215921759605 0.03563936799764633 0.00593216810375452 0.023905552923679352 0.03020228073000908 0.033425696194171906 -0.004608806688338518 -0.018040940165519714 0.01390046440064907 -0.006007603369653225 0.011046907864511013 0.002399145159870386 -0.01043086126446724 -0.00838506780564785 0.007436712272465229 0.0018360251560807228 -0.02640054188668728 0.0075758034363389015 -0.011114036664366722 0.004668140783905983 -0.009038214571774006 0.006898088846355677 0.0033194615971297026 -0.005428191740065813 0.017311271280050278 -0.009736212901771069 0.003945949021726847 0.008714843541383743 -0.008312818594276905 0.003305871272459626 0.031811751425266266 -0.013520728796720505 0.013658932410180569 0.006548234261572361 -0.02117215096950531 0.0014350729761645198 -0.0033100503496825695 -0.007873724214732647 -0.019608210772275925 -0.01655104011297226 -0.007577947340905666 0.0021116826683282852 0.022703981027007103 0.1363963484764099 -0.015236039645969868 0.026133941486477852 0.01013762503862381 0.007443040143698454 0.04170600324869156 -0.0036652004346251488 -0.00555420434102416 -0.018895292654633522 -0.0039183953776955605 0.014388523064553738 -0.007662337739020586 -0.006132963113486767 0.018461808562278748 0.023510107770562172 0.017543615773320198 -0.009823234751820564 -0.011686699464917183 0.013838292099535465 0.010288449004292488 -0.005267447326332331 0.013566168025135994 0.00020761997438967228 0.009107861667871475 -0.002556630875915289 0.015372226014733315 -0.009261824190616608 0.008131799288094044 -0.009365858510136604 0.03030780330300331 -0.03137362375855446 -0.018976129591464996 -0.003680052235722542 -0.02792857401072979 -0.009375819936394691 -0.0012317630462348461 -0.021291108801960945 0.000954492948949337 0.007072215899825096 0.0042504556477069855 -0.00011541738058440387 -0.01776006631553173 0.0028434009291231632 0.008086539804935455 -0.019299568608403206 0.011752578429877758 0.014719797298312187 0.0018502455204725266 -0.00606916006654501 -0.017227040603756905 -0.005515121854841709 -0.009681209921836853 0.0016214719507843256 0.021260008215904236 0.006010562181472778 -0.0073197633028030396 0.008451271802186966
Sakine,-0.052513498812913895 0.10565254837274551 -0.0328720323741436 0.13561014831066132 -0.20416441559791565 0.09569733589887619 0.023294348269701004 -0.16655616462230682 -0.014917025342583656 -0.003963603172451258 -0.15716657042503357 -0.07002922147512436 0.07320328056812286 -0.033747512847185135 -0.06822560727596283 0.013834692537784576 0.08571503311395645 -0.011338380165398121 -0.15442095696926117 0.06271346658468246 0.08815459161996841 0.07537505030632019 0.12257623672485352 -0.06330271810293198 0.003836406860500574 -0.07624340057373047 0.06312672048807144 -0.020290588960051537 0.0008346565300598741 -0.04105304554104805 -0.006471160799264908 -0.07218857854604721 -0.13343702256679535 0.007665754295885563 0.02682504616677761 0.013117852620780468 0.04614727199077606 -0.04126165062189102 -0.10985583066940308 -0.07006585597991943 0.09551908820867538 0.03889336809515953 -0.004080707672983408 0.344881147146225 0.014680499210953712 0.08594340831041336 0.07364027947187424 0.037723369896411896 -0.06449081748723984 0.008303659036755562 0.04964927211403847 -0.030160611495375633 0.09871910512447357 0.02933557704091072 0.042321935296058655 0.0426371768116951 0.03186967968940735 -0.016183173283934593 -0.005836542695760727 -0.048002030700445175 -0.002915025455877185 0.03812936693429947 0.046499595046043396 -0.007571975234895945 0.09031473845243454 0.01301585417240858 -0.008420348167419434 -0.0836806669831276 -0.01371805276721716 0.052079733461141586 -0.0815611481666565 0.010299860499799252 0.06831594556570053 0.01455518789589405 -0.016215788200497627 -0.008034443482756615 -0.050023116171360016 0.026577403768897057 -0.043425291776657104 0.012200671248137951 0.08035173267126083 0.052088987082242966 0.018804138526320457 -0.09498085826635361 0.045222919434309006 0.05068716034293175 0.00014474168710876256 -0.05349605157971382 0.02124570682644844 0.0776480957865715 -0.05787606164813042 0.010639137588441372 -0.02657703496515751 -0.015938546508550644 -0.023939236998558044 -0.045656170696020126 0.028451059013605118 -0.004826971795409918 -0.00676468713209033 0.0017694242997094989
Chris Forsne,-0.015999088063836098 0.0684138759970665 0.014164909720420837 -0.010091905482113361 0.0013455856824293733 0.042744334787130356 -0.0074501666240394115 0.01586965285241604 -0.0036558236461132765 0.024252980947494507 -0.019670521840453148 -0.011782377026975155 -0.00192298146430403 0.00039451420889236033 0.011863485909998417 -0.01709119975566864 0.002070721937343478 -0.0008965248125605285 -0.0381389856338501 0.00425024563446641 -0.010141140781342983 0.0014859799994155765 -0.004113799426704645 0.0012092922115698457 0.013639095239341259 0.02045280858874321 0.007683660835027695 0.02715548314154148 0.012573065236210823 -0.005312873516231775 0.026967434212565422 -0.007261072285473347 -0.01897237077355385 0.007902023382484913 -0.020467037335038185 0.00016063191287685186 0.011632643640041351 -0.01044925395399332 -0.01841161586344242 0.0038485550321638584 0.004743979778140783 0.014924833551049232 0.004263758193701506 0.1788942664861679 -0.003944187890738249 0.04425429925322533 -0.021616969257593155 -0.007632377091795206 0.018036624416708946 -0.021913724020123482 0.0011527243768796325 0.0016992943128570914 -0.009056760929524899 0.0004537273198366165 -0.0016649957979097962 -0.017756493762135506 0.02014979161322117 0.011855460703372955 -0.0009859182173386216 0.0031305772718042135 -0.012671823613345623 0.02413509599864483 0.010355647653341293 -0.004975402727723122 0.005686929915100336 0.0033031031489372253 0.006006877403706312 -0.007647094316780567 -0.007495060563087463 0.01082069706171751 -0.051631391048431396 0.003924240358173847 0.04362907633185387 -0.006570280995219946 -0.006896018981933594 -0.039342042058706284 -0.012803140096366405 0.01762000098824501 0.010024658404290676 -0.00538925314322114 0.015009403228759766 0.007920664735138416 -0.010871847160160542 -0.004349028691649437 0.012742096558213234 -0.012507639825344086 -0.007641056086868048 0.002834080485627055 -0.0016699929255992174 -0.011031148955225945 -0.02196885459125042 -0.0019586917478591204 -0.026906302198767662 -0.007375172805041075 0.019356636330485344 -0.011649738065898418 0.03692343086004257 0.01783037558197975 -0.005015775095671415 0.0005652795662172139
